1.407200000000000000e+04,2.247101658868848606e-01,-1.343661999999999921e+02
1.457100000000000000e+04,4.562720306110286395e-02,-1.330434999999999945e+02
1.507000000000000000e+04,4.564824207596274164e-02,-1.336364000000000090e+02
1.556900000000000000e+04,4.576960006524652402e-02,-1.378125000000000000e+02
1.606800000000000000e+04,-3.088023904628396377e-01,-1.364516000000000133e+02
1.656700000000000000e+04,-6.563677805504679608e-01,-1.350000000000000000e+02
1.706600000000000000e+04,-6.564341324852702719e-01,-1.327869000000000028e+02
1.756500000000000000e+04,-8.318898000075622967e-01,-1.305634000000000015e+02
1.806400000000000000e+04,-1.186568321791713565e+00,-1.317391000000000076e+02
1.856300000000000000e+04,-1.186575734380249880e+00,-1.302984999999999900e+02
1.906200000000000000e+04,-1.362054220530352078e+00,-1.277862999999999971e+02
1.956100000000000000e+04,-1.534168917386997455e+00,-1.307812999999999874e+02
2.006000000000000000e+04,-1.713165005753527259e+00,-1.291935000000000002e+02
2.055900000000000000e+04,-1.713154388927605520e+00,-1.294215000000000089e+02
2.105800000000000000e+04,-1.888632875077709272e+00,-1.255461999999999989e+02
2.155700000000000000e+04,-2.415234920684210529e+00,-1.287931000000000097e+02
2.205600000000000000e+04,-2.067823408522951656e+00,-1.290266000000000020e+02
2.255500000000000000e+04,-2.605349298363300203e+00,-1.281081000000000074e+02
2.305400000000000000e+04,-2.605232380622411359e+00,-1.316666999999999916e+02
2.355300000000000000e+04,-2.780702601445806277e+00,-1.307547000000000139e+02
2.405200000000000000e+04,-2.956316540713228136e+00,-1.275728000000000009e+02
2.455100000000000000e+04,-2.956505028176418914e+00,-1.288234999999999957e+02
2.505000000000000000e+04,-3.297216656785204592e+00,-1.254544999999999959e+02
2.554900000000000000e+04,-3.297135662887249907e+00,-1.267347000000000037e+02
2.604800000000000000e+04,-3.472575310074308863e+00,-1.256250000000000000e+02
2.654700000000000000e+04,-3.820215127390167886e+00,-1.244681000000000068e+02
2.704600000000000000e+04,-3.820237478936027831e+00,-1.258063999999999965e+02
2.754500000000000000e+04,-3.648265308035333998e+00,-1.260000000000000000e+02
2.804400000000000000e+04,-3.827431463953207214e+00,-1.260000000000000000e+02
2.854300000000000000e+04,-3.655391208692149618e+00,-1.247727000000000004e+02
2.904200000000000000e+04,-4.171530848619709353e+00,-1.234883999999999986e+02
2.954100000000000000e+04,-3.999525475877458991e+00,-1.307143000000000086e+02
3.004000000000000000e+04,-4.548377626757273084e+00,-1.279518000000000058e+02
3.053900000000000000e+04,-4.032263894064342047e+00,-1.266667000000000058e+02
3.103800000000000000e+04,-4.379767821715870646e+00,-1.237500000000000000e+02
3.153700000000000000e+04,-4.551819605644150002e+00,-1.253165000000000049e+02
3.203600000000000000e+04,-4.551730606761678288e+00,-1.253165000000000049e+02
3.253500000000000000e+04,-4.551834054072471325e+00,-1.238961000000000041e+02
3.303400000000000000e+04,-4.551945753236090297e+00,-1.255263000000000062e+02
3.353300000000000000e+04,-4.906521092444723564e+00,-1.220134000000000043e+02
3.403200000000000000e+04,-4.734734880332519324e+00,-1.245204999999999984e+02
3.453100000000000000e+04,-4.910431940126780859e+00,-1.237500000000000000e+02
3.503000000000000000e+04,-5.085933301910804616e+00,-1.229577000000000027e+02
3.552900000000000000e+04,-5.086073358125964283e+00,-1.247142999999999944e+02
3.602800000000000000e+04,-5.086071765327419669e+00,-1.269064999999999941e+02
3.652700000000000000e+04,-5.265230156966960173e+00,-1.248174999999999955e+02
3.702600000000000000e+04,-5.437316554463521356e+00,-1.240000000000000000e+02
3.752500000000000000e+04,-5.437185825156310770e+00,-1.235820999999999970e+02
3.802400000000000000e+04,-5.609069748362379926e+00,-1.250382000000000033e+02
3.852300000000000000e+04,-5.784492439416327514e+00,-1.232308000000000021e+02
3.902200000000000000e+04,-5.784709638242010676e+00,-1.251563000000000017e+02
3.952100000000000000e+04,-5.956709947694063700e+00,-1.242857000000000056e+02
4.002000000000000000e+04,-6.135697397523522945e+00,-1.252800000000000011e+02
4.051900000000000000e+04,-6.135708157806130991e+00,-1.273170999999999964e+02
4.101800000000000000e+04,-5.963704722567780614e+00,-1.283606000000000051e+02
4.151700000000000000e+04,-5.963850489649399123e+00,-1.245000000000000000e+02
4.201600000000000000e+04,-6.318425828858032389e+00,-1.255461999999999989e+02
4.251500000000000000e+04,-6.318623885877983071e+00,-1.276923000000000030e+02
4.301400000000000000e+04,-6.494432477097503487e+00,-1.256895999999999987e+02
4.351300000000000000e+04,-6.494688485584693360e+00,-1.236521999999999935e+02
4.401200000000000000e+04,-6.322685050346342983e+00,-1.226548999999999978e+02
4.451100000000000000e+04,-6.677491569852842090e+00,-1.269642999999999944e+02
4.501000000000000000e+04,-6.505832164306109888e+00,-1.248649000000000058e+02
4.550900000000000000e+04,-6.860724562551010486e+00,-1.260000000000000000e+02
4.600800000000000000e+04,-6.861061872103802806e+00,-1.250000000000000000e+02
4.650700000000000000e+04,-6.689058436865452428e+00,-1.261681999999999988e+02
4.700600000000000000e+04,-6.864674716634042717e+00,-1.261681999999999988e+02
4.750500000000000000e+04,-6.864927812648664585e+00,-1.251428999999999974e+02
4.800400000000000000e+04,-7.040406298798767004e+00,-1.263461999999999961e+02
4.850300000000000000e+04,-7.040698875367425558e+00,-1.240776999999999930e+02
4.900200000000000000e+04,-6.693274740533601275e+00,-1.235293999999999954e+02
4.950100000000000000e+04,-7.230897100522223120e+00,-1.265347000000000008e+02
5.000000000000000000e+04,-7.231095180125384658e+00,-1.277999999999999972e+02
