1.000000000000000000e+02,6.020599913279624182e+00,-1.781999999999999886e+02
5.990000000000000000e+02,5.848596478041273805e+00,-1.800000000000000000e+02
1.098000000000000000e+03,5.494021138832641427e+00,-1.760440000000000111e+02
1.597000000000000000e+03,5.666024574070992692e+00,-1.770968000000000018e+02
2.096000000000000000e+03,5.490497645914741653e+00,-1.709243999999999915e+02
2.595000000000000000e+03,4.963837505610110057e+00,-1.688660000000000139e+02
3.094000000000000000e+03,5.318463566550912347e+00,-1.642500000000000000e+02
3.593000000000000000e+03,5.143107648481893612e+00,-1.618704999999999927e+02
4.092000000000000000e+03,4.788513564294565761e+00,-1.578688999999999965e+02
4.591000000000000000e+03,4.440945064203658532e+00,-1.535780000000000030e+02
5.090000000000000000e+03,4.261949591861718289e+00,-1.561225000000000023e+02
5.589000000000000000e+03,4.089986276339836024e+00,-1.516853999999999871e+02
6.088000000000000000e+03,3.910921458299958520e+00,-1.514634000000000071e+02
6.587000000000000000e+03,3.563409489057165924e+00,-1.444737000000000080e+02
7.086000000000000000e+03,3.388015927905099201e+00,-1.468085000000000093e+02
7.585000000000000000e+03,3.033427661202087400e+00,-1.470228999999999928e+02
8.084000000000000000e+03,2.857891178491012596e+00,-1.448779999999999859e+02
8.583000000000000000e+03,2.678771581577374050e+00,-1.443103000000000122e+02
9.082000000000000000e+03,2.678792013923958937e+00,-1.423635999999999910e+02
9.581000000000000000e+03,2.324206033851559994e+00,-1.408695999999999913e+02
1.008000000000000000e+04,2.145064923755082731e+00,-1.400000000000000000e+02
1.057900000000000000e+04,1.969600605431315543e+00,-1.397872000000000128e+02
1.107800000000000000e+04,1.794056512218292765e+00,-1.380000000000000000e+02
1.157700000000000000e+04,1.618574143185670167e+00,-1.402325999999999908e+02
1.207600000000000000e+04,1.271079047838580500e+00,-1.382926999999999964e+02
1.257500000000000000e+04,1.095657062594512121e+00,-1.389874000000000080e+02
1.307400000000000000e+04,7.410091112152195070e-01,-1.397368999999999915e+02
1.357300000000000000e+04,7.408786716775167536e-01,-1.337838000000000136e+02
